"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"Q628",1,NA,NA,NA,"Outras malformações congênitas do ureter","Q62.8 Outr malformacoes congen do ureter",NA,NA,NA
"Q641",1,NA,NA,NA,"Extrofia vesical","Q64.1 Extrofia vesical",NA,NA,NA
"Q647",1,NA,NA,NA,"Outras malformações congênitas da bexiga e da uretra","Q64.7 Outr malformacoes congen da bexiga e uretra",NA,NA,NA
"Q669",1,NA,NA,"N","Deformidade congênita não especificada do pé","Q66.9 Deform congen NE do pe",NA,NA,NA
"Q690",1,NA,NA,"N","Dedo(s) da mão supranumerário(s)","Q69.0 Dedos da mao supranumerarios",NA,NA,NA
"Q780",1,NA,NA,NA,"Osteogênese imperfeita","Q78.0 Osteogenese imperfeita",NA,NA,NA
"Q892",1,NA,NA,NA,"Malformações congênitas de outras glândulas endócrinas","Q89.2 Malformacoes congen de outr gland endocrinas",NA,NA,NA
"R02",1,NA,NA,NA,"Gangrena não classificada em outra parte","R02   Gangrena NCOP",NA,NA,NA
"R17",1,NA,NA,NA,"Icterícia não especificada","R17   Ictericia NE",NA,NA,NA
"R230",1,NA,NA,NA,"Cianose","R23.0 Cianose",NA,NA,NA
"R398",1,NA,NA,NA,"Outros sintomas e sinais relativos ao aparelho urinário e os não especificados","R39.8 Outr sint sinais relativos ap urinario e NE",NA,NA,NA
"R529",1,NA,NA,NA,"Dor não especificada","R52.9 Dor NE",NA,NA,NA
"R560",1,NA,NA,NA,"Convulsões febris","R56.0 Convulsoes febris",NA,NA,NA
"R571",1,NA,NA,NA,"Choque hipovolêmico","R57.1 Choque hipovolemico",NA,NA,NA
"R599",1,NA,NA,NA,"Adenomegalia ou aumento de volume dos gânglios linfáticos, não especificado","R59.9 Adenomegalia aumento vol gangl linfaticos NE",NA,NA,NA
"R69",1,NA,NA,NA,"Causas desconhecidas e não especificadas de morbidade","R69   Causas desconhecidas e NE de morbidade",NA,NA,NA
"S011",1,NA,NA,NA,"Ferimento da pálpebra e da região periocular","S01.1 Ferim da palpebra e da regiao periocular",NA,NA,NA
"S015",1,NA,NA,NA,"Ferimento do lábio e da cavidade oral","S01.5 Ferim do labio e da cavidade oral",NA,NA,NA
"S052",1,NA,NA,NA,"Laceração e ruptura ocular com prolapso ou perda de tecido intra-ocular","S05.2 Lacer rupt ocular c/prol perd tec intra-ocul",NA,NA,NA
"S053",1,NA,NA,NA,"Laceração ocular sem prolapso ou perda de tecido intra-ocular","S05.3 Lacer ocular s/prolap perda tec intra-ocular",NA,NA,NA
"S062",1,NA,NA,NA,"Traumatismo cerebral difuso","S06.2 Traum cerebral difuso",NA,NA,NA
"S063",1,NA,NA,NA,"Traumatismo cerebral focal","S06.3 Traum cerebral focal",NA,NA,NA
"S099",1,NA,NA,NA,"Traumatismo não especificado da cabeça","S09.9 Traum NE da cabeca",NA,NA,NA
"S143",1,NA,NA,NA,"Traumatismo do plexo braquial","S14.3 Traum do plexo braquial",NA,NA,NA
"S218",1,NA,NA,NA,"Ferimento de outras partes do tórax","S21.8 Ferim de outr partes do torax",NA,NA,NA
"S318",1,NA,NA,NA,"Ferimento de outras partes e de partes não especificadas do abdome","S31.8 Ferim de outr partes e de partes NE abdome",NA,NA,NA
"S521",1,NA,NA,NA,"Fratura da extremidade superior do rádio","S52.1 Frat da extremidade super do radio",NA,NA,NA
"S523",1,NA,NA,NA,"Fratura da diáfise do rádio","S52.3 Frat da diafise do radio",NA,NA,NA
"S526",1,NA,NA,NA,"Fratura da extremidade distal do rádio e do cúbito [ulna]","S52.6 Frat da extremidade distal do radio e cubito",NA,NA,NA
"S528",1,NA,NA,NA,"Fratura de outras partes do antebraço","S52.8 Frat de outr partes do antebraco",NA,NA,NA
"S529",1,NA,NA,NA,"Fratura do antebraço, parte não especificada","S52.9 Frat do antebraco parte NE",NA,NA,NA
"S626",1,NA,NA,NA,"Fratura de outros dedos","S62.6 Frat de outr dedos",NA,NA,NA
"S627",1,NA,NA,NA,"Fraturas múltiplas de dedo(s)","S62.7 Frat mult de dedos",NA,NA,NA
"S681",1,NA,NA,NA,"Amputação traumática de um outro dedo apenas (completa) (parcial)","S68.1 Amput traum de um outr dedo apenas",NA,NA,NA
"S682",1,NA,NA,NA,"Amputação traumática de dois ou mais dedos somente (completa) (parcial)","S68.2 Amput traum de dois ou mais dedos somente",NA,NA,NA
"S697",1,NA,NA,NA,"Traumatismos múltiplos do punho e da mão","S69.7 Traum mult do punho e da mao",NA,NA,NA
"S724",1,NA,NA,NA,"Fratura da extremidade distal do fêmur","S72.4 Frat da extremidade distal do femur",NA,NA,NA
"S728",1,NA,NA,NA,"Fraturas de outras partes do fêmur","S72.8 Frat de outr partes do femur",NA,NA,NA
"S729",1,NA,NA,NA,"Fratura do fêmur, parte não especificada","S72.9 Frat do femur parte NE",NA,NA,NA
"T010",1,NA,NA,NA,"Ferimentos envolvendo a cabeça com o pescoço","T01.0 Ferim envolv a cabeca c/o pescoco",NA,NA,NA
"T012",1,NA,NA,NA,"Ferimentos envolvendo regiões múltiplas do(s) membro(s) superior(es)","T01.2 Ferim envolv regioes mult de membros super",NA,NA,NA
"T018",1,NA,NA,NA,"Ferimentos envolvendo outras combinações de regiões do corpo","T01.8 Ferim envolv outr combinacoes regioes corpo",NA,NA,NA
"T019",1,NA,NA,NA,"Ferimentos múltiplos não especificados","T01.9 Ferim mult NE",NA,NA,NA
"T16",1,NA,NA,NA,"Corpo estranho no ouvido","T16   Corpo estranho no ouvido",NA,NA,NA
"T172",1,NA,NA,NA,"Corpo estranho na faringe","T17.2 Corpo estranho na faringe",NA,NA,NA
"T175",1,NA,NA,NA,"Corpo estranho no brônquio","T17.5 Corpo estranho no bronquio",NA,NA,NA
"T189",1,NA,NA,NA,"Corpo estranho em parte não especificada do aparelho digestivo","T18.9 Corpo estranho em parte NE ap digestivo",NA,NA,NA
"T202",1,NA,NA,NA,"Queimadura de segundo grau da cabeça e do pescoço","T20.2 Queim de 2.grau da cabeca e do pescoco",NA,NA,NA
"T203",1,NA,NA,NA,"Queimadura de terceiro grau da cabeça e do pescoço","T20.3 Queim de 3.grau da cabeca e pescoco",NA,NA,NA
"T223",1,NA,NA,NA,"Queimadura de terceiro grau do ombro e do membro superior, exceto punho e mão","T22.3 Queim 3.grau ombro membr sup exc punho e mao",NA,NA,NA
"T231",1,NA,NA,"N","Queimadura de primeiro grau do punho e da mão","T23.1 Queim de 1.grau do punho e da mao",NA,NA,NA
"T250",1,NA,NA,NA,"Queimadura do tornozelo e do pé, grau não especificado","T25.0 Queim do tornozelo e do pe grau NE",NA,NA,NA
"T260",1,NA,NA,NA,"Queimadura da pálpebra e da região periocular","T26.0 Queim da palpebra e da regiao periocular",NA,NA,NA
"T280",1,NA,NA,NA,"Queimadura da boca e da faringe","T28.0 Queim da boca e da faringe",NA,NA,NA
"T293",1,NA,NA,NA,"Queimaduras múltiplas, mencionando ao menos uma queimadura de terceiro grau","T29.3 Queim mult menc ao menos uma queim de 3.grau",NA,NA,NA
"T302",1,NA,NA,NA,"Queimadura de segundo grau, parte do corpo não especificada","T30.2 Queim de 2.grau parte do corpo NE",NA,NA,NA
"T427",1,NA,NA,NA,"Intoxicação por drogas antiepilépticos, sedativos-hipnóticos, não especificados","T42.7 Drogas antiepilepticos sedativos-hipnot NE",NA,NA,NA
"T430",1,NA,NA,NA,"Intoxicação por antidepressivos tricíclicos e tetracíclicos","T43.0 Antidepressivos triciclicos e tetraciclicos",NA,NA,NA
"T435",1,NA,NA,NA,"Intoxicação por outros antipsicóticos e neurolépticos e os não especificados","T43.5 Outr antipsicoticos e neurolepticos e os NE",NA,NA,NA
"T469",1,NA,NA,NA,"Intoxicação por outras substâncias e as não especificadas que agem essencialmente sobre o aparelho circulatório","T46.9 Outr subst e NE que agem essenc s/ap circ",NA,NA,NA
"T492",1,NA,NA,NA,"Intoxicação por adstringentes e detergentes de uso local","T49.2 Adstringentes e detergentes de uso local",NA,NA,NA
"T499",1,NA,NA,NA,"Intoxicação por preparado de uso tópico, não especificado","T49.9 Preparado de uso topico NE",NA,NA,NA
"T518",1,NA,NA,NA,"Efeito tóxico de outros álcoois","T51.8 Outr alcoois",NA,NA,NA
"T659",1,NA,NA,NA,"Efeito tóxico de substância não especificada","T65.9 Subst NE",NA,NA,NA
"T68",1,NA,NA,NA,"Hipotermia","T68   Hipotermia",NA,NA,NA
"T742",1,NA,NA,NA,"Abuso sexual","T74.2 Abuso sexual",NA,NA,NA
"T758",1,NA,NA,NA,"Outros efeitos especificados de causas externas","T75.8 Outr efeitos espec de causas externas",NA,NA,NA
"T813",1,NA,NA,NA,"Deiscência de ferida cirúrgica não classificada em outra parte","T81.3 Deiscencia de ferida cirurgica NCOP",NA,NA,NA
"T814",1,NA,NA,NA,"Infecção subseqüente a procedimento não classificada em outra parte","T81.4 Infecc subsequente a proced NCOP",NA,NA,NA
"T821",1,NA,NA,NA,"Complicação mecânica de dispositivo eletrônico cardíaco","T82.1 Complic mecanica de disp eletronico cardiaco",NA,NA,NA
"T850",1,NA,NA,NA,"Complicação mecânica de shunt ventricular (comunicação) intracraniano","T85.0 Complic mecanica shunt ventric intracraniano",NA,NA,NA
"T864",1,NA,NA,NA,"Falência ou rejeição de transplante de fígado","T86.4 Falencia ou rejeicao de transplante figado",NA,NA,NA
"T889",1,NA,NA,NA,"Complicação não especificada de cuidados médicos e cirúrgicos","T88.9 Complic NE de cuidados medicos e cirurgicos",NA,NA,NA
"Z431",1,NA,NA,NA,"Cuidados à gastrostomia","Z43.1 Cuidados a gastrostomia",NA,NA,NA
"Z433",1,NA,NA,NA,"Cuidados à colostomia","Z43.3 Cuidados a colostomia",NA,NA,NA
"Z530",1,NA,NA,NA,"Procedimento não realizado devido à contra-indicação","Z53.0 Proced nao realizado dev contra-indicacao",NA,NA,NA
"Z931",1,NA,NA,NA,"Gastrostomia","Z93.1 Gastrostomia",NA,NA,NA
"Z944",1,NA,NA,NA,"Fígado transplantado","Z94.4 Figado transplantado",NA,NA,NA
"Z988",1,NA,NA,NA,"Outros estados pós-cirúrgicos especificados","Z98.8 Outr estados pos-cirurgicos espec",NA,NA,NA
