"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"Q213",1,NA,NA,NA,"Tetralogia de Fallot","Q21.3 Tetralogia de Fallot",NA,NA,NA
"Q219",1,NA,NA,NA,"Malformação congênita não especificada de septo cardíaco","Q21.9 Malformacao congen NE de septo cardiaco",NA,NA,NA
"Q220",1,NA,NA,NA,"Atresia da valva pulmonar","Q22.0 Atresia da valva pulmonar",NA,NA,NA
"Q226",1,NA,NA,NA,"Síndrome do coração direito hipoplásico","Q22.6 Sindr do coracao direito hipoplasico",NA,NA,NA
"Q228",1,NA,NA,NA,"Outras malformações congênitas da valva tricúspide","Q22.8 Outr malformacoes congen da valva tricuspide",NA,NA,NA
"Q230",1,NA,NA,NA,"Estenose congênita da valva aórtica","Q23.0 Estenose congen da valva aortica",NA,NA,NA
"Q250",1,NA,NA,NA,"Permeabilidade do canal arterial","Q25.0 Permeabilidade do canal arterial",NA,NA,NA
"Q273",1,NA,NA,NA,"Malformação artério-venosa periférica","Q27.3 Malformacao arterio-venosa periferica",NA,NA,NA
"Q288",1,NA,NA,NA,"Outras malformações congênitas especificadas do aparelho circulatório","Q28.8 Outr malform congen espec aparelho circulat",NA,NA,NA
"Q289",1,NA,NA,NA,"Malformação congênita não especificada do aparelho circulatório","Q28.9 Malform congen NE do aparelho circulatorio",NA,NA,NA
"Q308",1,NA,NA,NA,"Outras malformações congênitas do nariz","Q30.8 Outr malformacoes congen do nariz",NA,NA,NA
"Q359",1,NA,NA,NA,"Fenda palatina não especificada","Q35.9 Fenda palatina NE",NA,NA,NA
"Q361",1,NA,NA,NA,"Fenda labial mediana","Q36.1 Fenda labial mediana",NA,NA,NA
"Q374",1,NA,NA,NA,"Fenda dos palatos duro e mole com fenda labial bilateral","Q37.4 Fenda palatos duro mole c/fenda labial bilat",NA,NA,NA
"Q380",1,NA,NA,NA,"Malformações congênitas dos lábios, não classificadas em outra parte","Q38.0 Malformacoes congen dos labios NCOP",NA,NA,NA
"Q390",1,NA,NA,NA,"Atresia de esôfago, sem fístula","Q39.0 Atresia de esofago s/fistula",NA,NA,NA
"Q423",1,NA,NA,NA,"Ausência, atresia e estenose congênita do ânus, sem fístula","Q42.3 Ausencia atresia estenose congen anus s/fist",NA,NA,NA
"Q430",1,NA,NA,NA,"Divertículo de Meckel","Q43.0 Diverticulo de Meckel",NA,NA,NA
"Q439",1,NA,NA,NA,"Malformação congênita não especificada do intestino","Q43.9 Malformacao congen NE do intestino",NA,NA,NA
"Q443",1,NA,NA,NA,"Estenose e estreitamento congênitos das vias biliares","Q44.3 Estenose estreitamento congen vias biliares",NA,NA,NA
"Q501",1,NA,"F",NA,"Cisto ovariano de desenvolvimento","Q50.1 Cisto ovariano de desenvolv",NA,NA,NA
"Q529",1,NA,"F",NA,"Malformação congênita não especificada dos órgãos genitais femininos","Q52.9 Malform congen NE dos orgaos genitais femin",NA,NA,NA
"Q541",1,NA,"M",NA,"Hipospádia peniana","Q54.1 Hipospadia peniana",NA,NA,NA
"Q548",1,NA,"M",NA,"Outras hipospádias","Q54.8 Outr hipospadias",NA,NA,NA
"Q556",1,NA,"M",NA,"Outras malformações congênitas do pênis","Q55.6 Outr malformacoes congen do penis",NA,NA,NA
"Q564",1,NA,NA,NA,"Sexo indeterminado, não especificado","Q56.4 Sexo indeterminado NE",NA,NA,NA
"Q613",1,NA,NA,NA,"Rim policístico não especificado","Q61.3 Rim policistico NE",NA,NA,NA
"Q642",1,NA,NA,NA,"Válvulas uretrais posteriores congênitas","Q64.2 Valvulas uretrais posteriores congen",NA,NA,NA
"Q650",1,NA,NA,"N","Luxação congênita unilateral do quadril","Q65.0 Luxacao congen unilateral do quadril",NA,NA,NA
"Q651",1,NA,NA,"N","Luxação congênita bilateral do quadril","Q65.1 Luxacao congen bilateral do quadril",NA,NA,NA
"Q661",1,NA,NA,"N","Pé torto calcaneovaro","Q66.1 Pe torto calcaneovaro",NA,NA,NA
"Q691",1,NA,NA,"N","Polegar(es) supranumerário(s)","Q69.1 Polegares supranumerarios",NA,NA,NA
"Q704",1,NA,NA,"N","Polissindactilia","Q70.4 Polissindactilia",NA,NA,NA
"Q750",1,NA,NA,NA,"Craniossinostose","Q75.0 Craniossinostose",NA,NA,NA
"Q790",1,NA,NA,NA,"Hérnia diafragmática congênita","Q79.0 Hernia diafragmatica congen",NA,NA,NA
"Q849",1,NA,NA,"N","Malformação congênita não especificada do tegumento","Q84.9 Malformacao congen NE do tegumento",NA,NA,NA
"Q850",1,NA,NA,NA,"Neurofibromatose (não-maligna)","Q85.0 Neurofibromatose",NA,NA,NA
"R001",1,NA,NA,NA,"Bradicardia não especificada","R00.1 Bradicardia NE",NA,NA,NA
"R011",1,NA,NA,NA,"Sopro cardíaco, não especificado","R01.1 Sopro cardiaco NE",NA,NA,NA
"R100",1,NA,NA,NA,"Abdome agudo","R10.0 Abdome agudo",NA,NA,NA
"R230",1,NA,NA,NA,"Cianose","R23.0 Cianose",NA,NA,NA
"R398",1,NA,NA,NA,"Outros sintomas e sinais relativos ao aparelho urinário e os não especificados","R39.8 Outr sint sinais relativos ap urinario e NE",NA,NA,NA
"R502",1,NA,NA,NA,"Febre induzida por drogas","R50.2 Febre induzida por drogas",NA,NA,NA
"R508",1,NA,NA,NA,"Outra febre especificada","R50.8 Outra febre especificada",NA,NA,NA
"R560",1,NA,NA,NA,"Convulsões febris","R56.0 Convulsoes febris",NA,NA,NA
"R599",1,NA,NA,NA,"Adenomegalia ou aumento de volume dos gânglios linfáticos, não especificado","R59.9 Adenomegalia aumento vol gangl linfaticos NE",NA,NA,NA
"S002",1,NA,NA,"N","Outros traumatismos superficiais da pálpebra e da região periocular","S00.2 Outr traum superf palpebra regiao periocular",NA,NA,NA
"S015",1,NA,NA,NA,"Ferimento do lábio e da cavidade oral","S01.5 Ferim do labio e da cavidade oral",NA,NA,NA
"S017",1,NA,NA,NA,"Ferimentos múltiplos da cabeça","S01.7 Ferim mult da cabeca",NA,NA,NA
"S052",1,NA,NA,NA,"Laceração e ruptura ocular com prolapso ou perda de tecido intra-ocular","S05.2 Lacer rupt ocular c/prol perd tec intra-ocul",NA,NA,NA
"S062",1,NA,NA,NA,"Traumatismo cerebral difuso","S06.2 Traum cerebral difuso",NA,NA,NA
"S063",1,NA,NA,NA,"Traumatismo cerebral focal","S06.3 Traum cerebral focal",NA,NA,NA
"S064",1,NA,NA,NA,"Hemorragia epidural","S06.4 Hemorragia epidural",NA,NA,NA
"S066",1,NA,NA,NA,"Hemorragia subaracnóide devida a traumatismo","S06.6 Hemorragia subaracnoide dev traum",NA,NA,NA
"S067",1,NA,NA,NA,"Traumatismo intracraniano com coma prolongado","S06.7 Traum intracraniano c/coma prolongado",NA,NA,NA
"S099",1,NA,NA,NA,"Traumatismo não especificado da cabeça","S09.9 Traum NE da cabeca",NA,NA,NA
"S130",1,NA,NA,NA,"Ruptura traumática de disco intervertebral cervical","S13.0 Ruptura traum disco intervertebral cervical",NA,NA,NA
"S220",1,NA,NA,NA,"Fratura de vértebra torácica","S22.0 Frat de vertebra toracica",NA,NA,NA
"S270",1,NA,NA,NA,"Pneumotórax traumático","S27.0 Pneumotorax traum",NA,NA,NA
"S278",1,NA,NA,NA,"Traumatismo de outros órgãos intratorácicos especificados","S27.8 Traum de outr orgaos intratoracicos espec",NA,NA,NA
"S302",1,NA,NA,"N","Contusão dos órgãos genitais externos","S30.2 Contusao dos orgaos genitais externos",NA,NA,NA
"S357",1,NA,NA,NA,"Traumatismo de vasos múltiplos ao nível do abdome, do dorso e da pelve","S35.7 Traum de vasos mult nivel abdome dorso pelve",NA,NA,NA
"S518",1,NA,NA,NA,"Ferimento de outras partes do antebraço","S51.8 Ferim de outr partes do antebraco",NA,NA,NA
"S520",1,NA,NA,NA,"Fratura da extremidade superior do cúbito [ulna]","S52.0 Frat da extremidade super do cubito",NA,NA,NA
"S521",1,NA,NA,NA,"Fratura da extremidade superior do rádio","S52.1 Frat da extremidade super do radio",NA,NA,NA
"S526",1,NA,NA,NA,"Fratura da extremidade distal do rádio e do cúbito [ulna]","S52.6 Frat da extremidade distal do radio e cubito",NA,NA,NA
"S528",1,NA,NA,NA,"Fratura de outras partes do antebraço","S52.8 Frat de outr partes do antebraco",NA,NA,NA
"S625",1,NA,NA,NA,"Fratura do polegar","S62.5 Frat do polegar",NA,NA,NA
"S626",1,NA,NA,NA,"Fratura de outros dedos","S62.6 Frat de outr dedos",NA,NA,NA
"S668",1,NA,NA,NA,"Traumatismo de outros músculos e tendões ao nível do punho e da mão","S66.8 Traum outr musc tendoes nivel punho e mao",NA,NA,NA
"S681",1,NA,NA,NA,"Amputação traumática de um outro dedo apenas (completa) (parcial)","S68.1 Amput traum de um outr dedo apenas",NA,NA,NA
"S718",1,NA,NA,NA,"Ferimentos de outras partes e das não especificadas da cintura pélvica","S71.8 Ferim outr partes e das NE cintura pelvica",NA,NA,NA
"S749",1,NA,NA,NA,"Traumatismo de nervo não especificado ao nível do quadril e da coxa","S74.9 Traum de nervo NE ao nivel do quadril e coxa",NA,NA,NA
"T010",1,NA,NA,NA,"Ferimentos envolvendo a cabeça com o pescoço","T01.0 Ferim envolv a cabeca c/o pescoco",NA,NA,NA
"T019",1,NA,NA,NA,"Ferimentos múltiplos não especificados","T01.9 Ferim mult NE",NA,NA,NA
"T068",1,NA,NA,NA,"Outros traumatismos especificados envolvendo regiões múltiplas do corpo","T06.8 Outr traum espec envolv regioes mult corpo",NA,NA,NA
"T07",1,NA,NA,NA,"Traumatismos múltiplos não especificados","T07   Traum mult NE",NA,NA,NA
"T111",1,NA,NA,NA,"Ferimento do membro superior, nível não especificado","T11.1 Ferim do membro super nivel NE",NA,NA,NA
"T131",1,NA,NA,NA,"Ferimento de membro inferior, nível não especificado","T13.1 Ferim de membro infer nivel NE",NA,NA,NA
"T141",1,NA,NA,NA,"Ferimento de região não especificada do corpo","T14.1 Ferim de regiao NE do corpo",NA,NA,NA
"T144",1,NA,NA,NA,"Traumatismo de nervo(s) de região não especificada do corpo","T14.4 Traum de nervos de regiao NE do corpo",NA,NA,NA
"T173",1,NA,NA,NA,"Corpo estranho na laringe","T17.3 Corpo estranho na laringe",NA,NA,NA
"T174",1,NA,NA,NA,"Corpo estranho na traquéia","T17.4 Corpo estranho na traqueia",NA,NA,NA
"T178",1,NA,NA,NA,"Corpo estranho em outras partes e partes múltiplas do trato respiratório","T17.8 Corpo estranho outr partes mult trato resp",NA,NA,NA
"T181",1,NA,NA,NA,"Corpo estranho no esôfago","T18.1 Corpo estranho no esofago",NA,NA,NA
"T200",1,NA,NA,NA,"Queimadura da cabeça e do pescoço, grau não especificado","T20.0 Queim da cabeca e do pescoco grau NE",NA,NA,NA
"T212",1,NA,NA,NA,"Queimadura de segundo grau do tronco","T21.2 Queim de 2.grau do tronco",NA,NA,NA
"T222",1,NA,NA,NA,"Queimadura de segundo grau do ombro e do membro superior, exceto punho e mão","T22.2 Queim 2.grau ombro membr sup exc punho e mao",NA,NA,NA
"T232",1,NA,NA,NA,"Queimadura de segundo grau do punho e da mão","T23.2 Queim de 2.grau do punho e da mao",NA,NA,NA
"T242",1,NA,NA,NA,"Queimadura de segundo grau do quadril e do membro inferior, exceto tornozelo e do pé","T24.2 Queim 2.grau quadr membr inf exc tornoz pe",NA,NA,NA
"T260",1,NA,NA,NA,"Queimadura da pálpebra e da região periocular","T26.0 Queim da palpebra e da regiao periocular",NA,NA,NA
"T280",1,NA,NA,NA,"Queimadura da boca e da faringe","T28.0 Queim da boca e da faringe",NA,NA,NA
"T292",1,NA,NA,NA,"Queimaduras múltiplas, sem mencionar queimadura(s) ultrapassando o segundo grau","T29.2 Queim mult s/menc queim ultrapass 2.grau",NA,NA,NA
"T399",1,NA,NA,NA,"Intoxicação por analgésico não-opiáceo, antipirético e anti-reumático, não especificados","T39.9 Analges n-opiaceo antipiret e anti-reumat NE",NA,NA,NA
"T450",1,NA,NA,NA,"Intoxicação por drogas antialérgicas e antieméticas","T45.0 Drogas antialergicas e antiemeticas",NA,NA,NA
"T495",1,NA,NA,NA,"Intoxicação por drogas e preparações de uso oftalmológico","T49.5 Drogas e preparacoes de uso oftalmologico",NA,NA,NA
"T498",1,NA,NA,NA,"Intoxicação por outras drogas de uso tópico","T49.8 Outr drogas de uso topico",NA,NA,NA
"T659",1,NA,NA,NA,"Efeito tóxico de substância não especificada","T65.9 Subst NE",NA,NA,NA
"T754",1,NA,NA,NA,"Efeitos da corrente elétrica","T75.4 Efeitos da corrente eletrica",NA,NA,NA
"T889",1,NA,NA,NA,"Complicação não especificada de cuidados médicos e cirúrgicos","T88.9 Complic NE de cuidados medicos e cirurgicos",NA,NA,NA
"T950",1,NA,NA,NA,"Seqüelas de queimadura, corrosão e geladura da cabeça e pescoço","T95.0 Sequelas queim corrosao gelad cabeca pescoco",NA,NA,NA
"Z039",1,NA,NA,NA,"Observação por suspeita de doença ou afecção não especificada","Z03.9 Observacao p/suspeita de doenc ou afeccao NE",NA,NA,NA
"Z931",1,NA,NA,NA,"Gastrostomia","Z93.1 Gastrostomia",NA,NA,NA
