"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"Q909",1,NA,NA,NA,"Síndrome de Down não especificada","Q90.9 Sindr de Down NE",NA,NA,NA
"Q913",1,NA,NA,NA,"Síndrome de Edwards não especificada","Q91.3 Sindr de Edwards NE",NA,NA,NA
"Q999",1,NA,NA,NA,"Anomalia cromossômica não especificada","Q99.9 Anomalia cromossomica NE",NA,NA,NA
"R05",1,NA,NA,NA,"Tosse","R05   Tosse",NA,NA,NA
"R11",1,NA,NA,NA,"Náusea e vômitos","R11   Nausea e vomitos",NA,NA,NA
"R13",1,NA,NA,NA,"Disfagia","R13   Disfagia",NA,NA,NA
"R229",1,NA,NA,NA,"Tumefação, massa ou tumoração não especificadas, localizadas","R22.9 Tumefacao massa ou tumoracao NE localizadas",NA,NA,NA
"R31",1,NA,NA,NA,"Hematúria não especificada","R31   Hematuria NE",NA,NA,NA
"R398",1,NA,NA,NA,"Outros sintomas e sinais relativos ao aparelho urinário e os não especificados","R39.8 Outr sint sinais relativos ap urinario e NE",NA,NA,NA
"R55",1,NA,NA,NA,"Síncope e colapso","R55   Sincope e colapso",NA,NA,NA
"R570",1,NA,NA,NA,"Choque cardiogênico","R57.0 Choque cardiogenico",NA,NA,NA
"R599",1,NA,NA,NA,"Adenomegalia ou aumento de volume dos gânglios linfáticos, não especificado","R59.9 Adenomegalia aumento vol gangl linfaticos NE",NA,NA,NA
"S009",1,NA,NA,"N","Traumatismo superficial da cabeça, parte não especificada","S00.9 Traum superf da cabeca parte NE",NA,NA,NA
"S040",1,NA,NA,NA,"Traumatismo do nervo e das vias ópticas","S04.0 Traum do nervo e das vias opticas",NA,NA,NA
"S065",1,NA,NA,NA,"Hemorragia subdural devida a traumatismo","S06.5 Hemorragia subdural dev traum",NA,NA,NA
"S099",1,NA,NA,NA,"Traumatismo não especificado da cabeça","S09.9 Traum NE da cabeca",NA,NA,NA
"S110",1,NA,NA,NA,"Ferimento envolvendo a laringe e a traquéia","S11.0 Ferim envolv a laringe e a traqueia",NA,NA,NA
"S223",1,NA,NA,NA,"Fratura de costela","S22.3 Frat de costela",NA,NA,NA
"S362",1,NA,NA,NA,"Traumatismo do pâncreas","S36.2 Traum do pancreas",NA,NA,NA
"S370",1,NA,NA,NA,"Traumatismo do rim","S37.0 Traum do rim",NA,NA,NA
"S524",1,NA,NA,NA,"Fratura das diáfises do rádio e do cúbito [ulna]","S52.4 Frat das diafises do radio e do cubito",NA,NA,NA
"S619",1,NA,NA,NA,"Ferimento do punho e da mão, parte não especificada","S61.9 Ferim do punho e da mao parte NE",NA,NA,NA
"S626",1,NA,NA,NA,"Fratura de outros dedos","S62.6 Frat de outr dedos",NA,NA,NA
"S720",1,NA,NA,NA,"Fratura do colo do fêmur","S72.0 Frat do colo do femur",NA,NA,NA
"S721",1,NA,NA,NA,"Fratura pertrocantérica","S72.1 Frat pertrocanterica",NA,NA,NA
"S724",1,NA,NA,NA,"Fratura da extremidade distal do fêmur","S72.4 Frat da extremidade distal do femur",NA,NA,NA
"S818",1,NA,NA,NA,"Ferimento de outras partes da perna","S81.8 Ferim de outr partes da perna",NA,NA,NA
"S822",1,NA,NA,NA,"Fratura da diáfise da tíbia","S82.2 Frat da diafise da tibia",NA,NA,NA
"S910",1,NA,NA,NA,"Ferimento do tornozelo","S91.0 Ferim do tornozelo",NA,NA,NA
"S924",1,NA,NA,NA,"Fratura do hálux","S92.4 Frat do halux",NA,NA,NA
"S983",1,NA,NA,NA,"Amputação traumática de outras partes do pé","S98.3 Amput traum de outr partes do pe",NA,NA,NA
"T025",1,NA,NA,NA,"Fraturas envolvendo regiões múltiplas de ambos os membros inferiores","T02.5 Frat envolv regioes mult ambos membros infer",NA,NA,NA
"T111",1,NA,NA,NA,"Ferimento do membro superior, nível não especificado","T11.1 Ferim do membro super nivel NE",NA,NA,NA
"T131",1,NA,NA,NA,"Ferimento de membro inferior, nível não especificado","T13.1 Ferim de membro infer nivel NE",NA,NA,NA
"T141",1,NA,NA,NA,"Ferimento de região não especificada do corpo","T14.1 Ferim de regiao NE do corpo",NA,NA,NA
"T171",1,NA,NA,NA,"Corpo estranho na narina","T17.1 Corpo estranho na narina",NA,NA,NA
"T181",1,NA,NA,NA,"Corpo estranho no esôfago","T18.1 Corpo estranho no esofago",NA,NA,NA
"T188",1,NA,NA,NA,"Corpo estranho em outras partes e partes múltiplas do aparelho digestivo","T18.8 Corpo estranho outr partes mult ap digestivo",NA,NA,NA
"T200",1,NA,NA,NA,"Queimadura da cabeça e do pescoço, grau não especificado","T20.0 Queim da cabeca e do pescoco grau NE",NA,NA,NA
"T210",1,NA,NA,NA,"Queimadura do tronco, grau não especificado","T21.0 Queim do tronco grau NE",NA,NA,NA
"T232",1,NA,NA,NA,"Queimadura de segundo grau do punho e da mão","T23.2 Queim de 2.grau do punho e da mao",NA,NA,NA
"T421",1,NA,NA,NA,"Intoxicação por iminostilbenos","T42.1 Iminostilbenos",NA,NA,NA
"T492",1,NA,NA,NA,"Intoxicação por adstringentes e detergentes de uso local","T49.2 Adstringentes e detergentes de uso local",NA,NA,NA
"T509",1,NA,NA,NA,"Intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas","T50.9 Outr drogas medicamentos subst biolog e NE",NA,NA,NA
"T751",1,NA,NA,NA,"Afogamento e submersão não mortal","T75.1 Afogamento e submersao nao mortal",NA,NA,NA
"T784",1,NA,NA,NA,"Alergia não especificada","T78.4 Alergia NE",NA,NA,NA
"Y710",1,NA,NA,NA,"Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos - dispositivos (aparelhos) para fins diagnósticos ou de monitorização","Y71.0 Disp p/fins diagn ou de monitorizacao",NA,NA,NA
"Z470",1,NA,NA,NA,"Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna","Z47.0 Seguim env rem placa frat outr disp fix int",NA,NA,NA
"Z523",1,NA,NA,NA,"Doador de medula óssea","Z52.3 Doador de medula ossea",NA,NA,NA
"Z930",1,NA,NA,NA,"Traqueostomia","Z93.0 Traqueostomia",NA,NA,NA
